1462795690167266	8545	df	7c	6b	77	38	b8
1462795690168209	8546	a6	01	5c	af	47	fe
1462795690169345	8548	9d	01	2a	00	02	00
1462795690170342	8549	06	50	3e	0c	a0	7c
1462795690171238	8551	6b	7f	d5	28	1e	0e
1462795690194315	8552	95	98	e4	db	1e	14
1462795690195274	8554	9e	ac	f9	dd	42	05
1462795690196462	8555	26	45	0f	84	90	95
1462795690197290	8557	75	0a	9e	7c	ee	0a
1462795690198313	8558	9f	c3	e3	5e	3f	8f
1462795690199261	8560	c8	4e	27	9b	e3	81
1462795690222351	8561	b5	ad	c1	34	f3	25
1462795690223017	8563	cf	3b	38	e9	04	91
1462795690224355	8565	9d	01	2a	00	02	00
1462795690225236	8566	09	d9	01	3b	20	27
1462795690226351	8568	c9	b3	38	62	c6	42
1462795690227213	8569	b0	22	01	fe	55	09
1462795690250370	8571	d0	3c	2b	50	6d	16
1462795690251341	8572	a5	4f	1a	f2	1c	d5
1462795690251413	8574	2d	74	31	b2	79	18
1462795690252262	8575	42	94	a6	16	75	23
1462795690253341	8577	cb	02	4c	3b	19	b2
1462795690254063	8578	04	98	c0	19	d0	4b
1462795690256341	8580	9d	01	2a	00	02	00
1462795690257244	8581	90	13	b2	02	76	40
1462795690279246	8583	b6	0e	cb	65	9e	4e
1462795690280269	8584	89	5d	60	f7	a2	30
1462795690281269	8586	0e	7a	d0	26	bb	42
1462795690281344	8587	0b	42	af	22	80	cd
1462795690282270	8589	58	32	d1	e3	14	43
1462795690283241	8590	4f	e1	da	be	fa	80
1462795690285241	8592	43	3a	75	5c	9b	53
1462795690285283	8593	ef	50	8a	37	f6	68
1462795690309344	8595	9d	01	2a	00	02	00
1462795690310280	8596	a2	4e	fd	c5	bf	d7
1462795690310345	8597	c0	16	55	0c	d3	56
1462795690310503	8599	c0	a5	34	e1	0e	48
1462795690311377	8600	89	be	04	f0	1c	85
1462795690312195	8602	74	c5	71	79	9d	4c
1462795690313337	8603	a0	59	59	8b	bc	84
1462795690314217	8605	20	93	08	3a	1a	aa
1462795690338366	8606	69	8c	17	a2	52	4e
1462795690338973	8608	8a	55	eb	d0	2e	b7
1462795690340265	8610	9d	01	2a	00	02	00
1462795690340384	8611	fb	2b	1b	10	09	d9
1462795690340551	8613	a7	28	7d	f7	d3	fe
1462795690341338	8614	10	16	2b	ca	e9	00
1462795690342238	8616	9e	56	3c	23	a1	5c
1462795690366377	8617	d5	3d	dd	72	7e	57
1462795690367262	8619	14	eb	b3	06	15	ef
1462795690368279	8620	28	99	3c	eb	59	d1
1462795690368354	8621	c2	d9	dc	85	3f	4a
1462795690368375	8623	b7	1f	72	48	e1	37
1462795690370354	8625	9d	01	2a	00	02	00
1462795690371264	8626	f2	c6	95	3c	f4	fc
1462795690371337	8628	27	17	f0	19	ff	3e
1462795690394362	8629	b1	46	c3	a5	bd	cc
1462795690395273	8631	88	7c	a2	24	df	da
1462795690396394	8632	ae	f1	4a	1e	4e	33
1462795690397351	8634	8b	36	2a	8b	da	d9
1462795690398232	8635	26	5e	12	df	89	f7
1462795690398350	8637	47	a9	87	0e	a1	a0
1462795690400374	8639	9d	01	2a	00	02	00
1462795690401250	8640	f2	c6	95	3c	f4	fc
1462795690422407	8643	27	17	f0	19	ff	3e
1462795690423291	8644	b1	46	c3	a5	bd	cc
1462795690424376	8646	88	7c	a2	24	df	da
1462795690426350	8647	ae	f1	4a	1e	4e	33
1462795690427344	8649	8b	36	2a	8b	da	d9
1462795690428305	8650	26	5e	12	df	89	f7
1462795690428399	8651	47	a9	87	0e	a1	a0
1462795690430398	8653	9d	01	2a	00	02	00
1462795690431217	8654	53	cf	4f	cb	1a	54
1462795690451411	8657	3c	ce	29	ff	51	0a
1462795690452301	8658	e6	28	62	40	fd	cf
1462795690454380	8660	30	5f	ba	36	4b	41
1462795690456414	8661	d4	9a	f3	45	34	42
1462795690457256	8663	27	79	74	3e	1c	a7
1462795690458256	8664	10	80	c5	10	e2	96
1462795690458346	8665	1c	b5	c8	37	10	a1
1462795690482414	8667	9d	01	2a	00	02	00
1462795690483279	8668	53	cf	4f	cb	1a	54
1462795690484315	8670	3c	ce	29	ff	51	0a
1462795690484408	8671	e6	28	62	40	fd	cf
1462795690484569	8673	30	5f	ba	36	4b	41
1462795690485258	8674	d4	9a	f3	45	34	42
1462795690485344	8676	27	79	74	3e	1c	a7
1462795690486377	8677	10	80	c5	10	e2	96
1462795690487227	8679	1c	b5	c8	37	10	a1
1462795690540427	8681	9d	01	2a	00	02	00
1462795690541302	8682	b3	d4	1e	32	2a	90
1462795690541442	8684	77	cf	0c	99	b4	f8
1462795690541543	8685	71	d5	64	f6	2b	9b
1462795690542304	8687	72	26	24	af	48	1a
1462795690542487	8688	d1	fa	61	05	86	62
1462795690542508	8689	b4	6d	36	ca	71	f5
1462795690542609	8691	16	1b	02	4a	8c	0a
1462795690603416	8693	9d	01	2a	00	02	00
1462795690604321	8694	89	5e	17	12	48	1d
1462795690604414	8696	4d	7b	fc	63	2b	cb
1462795690604519	8697	ff	2a	46	3d	64	7a
1462795690605312	8699	fa	9e	16	30	ad	7c
1462795690605469	8700	42	74	3a	ae	7b	ab
1462795690605562	8701	ea	00	9c	75	11	68
1462795690605650	8703	91	98	c4	18	72	7a
1462795690649420	8705	9d	01	2a	00	02	00
1462795690650328	8706	a2	f8	5c	27	de	3c
1462795690650398	8708	fe	5d	59	2e	c6	51
1462795690650559	8709	9f	7f	f6	11	02	90
1462795690650741	8711	27	ba	7f	cc	be	2a
1462795690651306	8712	8c	6e	66	53	aa	ce
1462795690651401	8713	77	97	df	18	33	a0
1462795690651491	8715	7f	65	c1	b7	ae	fc
1462795690699388	8717	9d	01	2a	00	02	00
1462795690700286	8718	44	f4	14	22	97	fa
1462795690701361	8720	a6	bb	60	e4	87	8b
1462795690701431	8721	3f	b7	55	da	56	74
1462795690701588	8723	c8	4a	4f	4d	30	05
1462795690701676	8724	a7	dd	f1	a7	17	d7
1462795690701782	8726	27	aa	f0	02	f0	2e
1462795690701888	8727	24	c5	4a	ef	03	43
1462795690757443	8729	9d	01	2a	00	02	00
1462795690758341	8730	a2	e0	94	7a	5d	f7
1462795690758420	8731	59	6d	f7	84	5f	da
1462795690758594	8733	35	4d	0e	37	30	b6
1462795690758730	8734	20	0f	c9	20	b7	58
1462795690759350	8736	43	51	1c	99	c9	58
1462795690759428	8737	ea	fb	81	88	9c	c0
1462795690759624	8739	cb	9e	23	fb	c0	06
1462795690812418	8741	9d	01	2a	00	02	00
1462795690813351	8742	e5	8d	1c	6f	1c	8d
1462795690813429	8743	fd	ba	b5	16	d8	22
1462795690813619	8745	10	c4	f2	14	2b	3f
1462795690814373	8746	f6	86	46	de	ac	eb
1462795690814432	8747	46	2a	27	bb	87	b8
1462795690814548	8749	f3	76	fc	29	59	c6
1462795690814674	8750	be	65	c2	88	7d	d2
1462795690814695	8751	c7	ee	7a	20	c3	f3
1462795690864458	8753	9d	01	2a	00	02	00
1462795690865353	8754	87	6d	3d	e9	cb	91
1462795690865436	8755	68	c2	8f	ba	42	dc
1462795690866323	8757	f6	39	19	b4	c3	05
1462795690866478	8759	78	55	74	79	55	df
1462795690866556	8760	e5	93	0a	cf	d1	5d
1462795690866759	8762	3b	c9	7f	ac	08	33
1462795690866806	8763	5a	d3	54	e5	2a	fc
1462795690866887	8765	96	51	ae	1e	03	ab
1462795690919508	8768	9d	01	2a	00	02	00
1462795690920473	8769	87	6d	3d	e9	cb	91
1462795690921372	8771	68	c2	8f	ba	42	dc
1462795690921495	8772	f6	39	19	b4	c3	05
1462795690921662	8773	78	55	74	79	55	df
1462795690921689	8775	e5	93	0a	cf	d1	5d
1462795690921877	8776	3b	c9	7f	ac	08	33
1462795690922392	8778	5a	d3	54	e5	2a	fc
1462795690922403	8779	96	51	ae	1e	03	ab
1462795690972365	8782	9d	01	2a	00	02	00
1462795690973371	8783	87	6d	3d	e9	cb	91
1462795690973449	8784	68	c2	8f	ba	42	dc
1462795690973651	8786	f6	39	19	b4	c3	05
1462795690973743	8787	78	55	74	79	55	df
1462795690973836	8789	e5	93	0a	cf	d1	5d
1462795690974051	8790	3b	c9	7f	ac	08	33
1462795690974103	8791	5a	d3	54	e5	2a	fc
1462795690974212	8792	96	51	ae	1e	03	ab
1462795691022482	8794	9d	01	2a	00	02	00
1462795691023381	8795	92	f4	25	0d	41	a3
1462795691023461	8796	2b	05	48	8f	fb	f4
1462795691024458	8798	3c	05	a1	55	fe	75
1462795691024472	8799	c6	4b	60	e3	8f	1a
1462795691024582	8801	03	f6	fe	ad	e8	47
1462795691024711	8802	f2	73	74	af	2e	ea
1462795691072487	8804	9d	01	2a	00	02	00
1462795691073384	8805	43	da	ca	99	a5	05
1462795691073463	8806	32	54	bb	9f	59	5b
1462795691073673	8808	fb	ab	e6	e3	9c	13
1462795691073735	8809	de	d0	c9	56	4c	3f
1462795691074376	8811	9c	ea	8e	65	90	22
1462795691074439	8812	3a	6d	3e	5b	9f	a6
1462795691118520	8814	9d	01	2a	00	02	00
1462795691119387	8815	6e	f5	8d	de	b1	bb
1462795691120379	8817	a8	9b	69	86	b3	f8
1462795691120472	8818	eb	a4	4a	0b	d7	1a
1462795691120651	8820	57	a0	9e	5b	33	68
1462795691120749	8821	e4	8c	f1	aa	64	87
1462795691120920	8823	80	5b	ec	77	70	c7
1462795691176521	8826	9d	01	2a	00	02	00
1462795691177423	8827	02	9e	7a	7e	58	d2
1462795691177547	8828	d9	d9	98	dc	7a	91
1462795691177689	8830	7e	35	4b	9f	fd	57
1462795691177739	8831	8b	d7	86	b4	da	a0
1462795691177875	8833	c7	17	eb	a6	3e	b4
1462795691177991	8834	c9	92	08	1b	f1	55
1462795691178010	8835	39	bd	42	f3	b4	92
1462795691227486	8837	9d	01	2a	00	02	00
1462795691228384	8838	ec	80	9d	90	13	b1
1462795691228487	8840	60	3c	c1	5a	5b	1b
1462795691228653	8841	00	97	56	da	2d	44
1462795691229384	8843	c3	9e	0a	16	11	c8
1462795691229519	8844	69	0c	81	44	d9	5c
1462795691229692	8846	c0	89	63	30	b6	43
1462795691229698	8847	db	4e	75	60	63	a6
1462795691275498	8849	9d	01	2a	00	02	00
1462795691276405	8850	e0	86	c6	b2	a2	3b
1462795691276525	8852	60	e9	89	d1	19	ca
1462795691277377	8853	40	a8	51	d6	5a	58
1462795691277496	8855	83	3e	c0	a4	91	8b
1462795691277649	8856	22	3d	56	13	7c	50
1462795691277756	8858	ed	e5	c3	7f	a0	f4
1462795691277841	8859	66	db	2e	b1	ba	f8
1462795691323530	8861	9d	01	2a	00	02	00
1462795691324431	8862	56	5e	44	a1	4f	cb
1462795691324619	8864	b9	e0	87	ab	82	b8
1462795691325436	8865	df	a3	d9	fa	ba	a1
1462795691325563	8867	fa	0d	70	11	e2	ed
1462795691325659	8868	0f	a1	72	6e	ed	8e
1462795691325828	8869	dc	43	80	2c	1d	d6
1462795691325868	8870	64	07	a5	b9	50	94
1462795691376569	8872	9d	01	2a	00	02	00
1462795691377433	8873	01	3b	20	27	64	04
1462795691377515	8874	4b	c6	a2	d7	98	00
1462795691378405	8876	9a	6e	ee	42	f2	20
1462795691378480	8877	31	82	f5	51	db	22
1462795691378713	8879	a7	0b	e0	67	18	21
1462795691378802	8880	43	20	98	2b	f0	a6
1462795691378888	8881	6b	66	84	ad	56	eb
1462795691378898	8882	18	17	f2	97	54	6e
1462795691429562	8885	9d	01	2a	00	02	00
1462795691430437	8886	01	3b	20	27	64	04
1462795691431459	8888	4b	c6	a2	d7	98	00
1462795691431583	8889	9a	6e	ee	42	f2	20
1462795691431750	8891	31	82	f5	51	db	22
1462795691431898	8893	a7	0b	e0	67	18	21
1462795691431908	8894	43	20	98	2b	f0	a6
1462795691432025	8895	6b	66	84	ad	56	eb
1462795691432086	8896	18	17	f2	97	54	6e
1462795691479527	8898	9d	01	2a	00	02	00
1462795691480424	8899	d9	01	3b	20	27	64
1462795691480531	8901	a5	1b	60	ac	47	a0
1462795691480688	8902	00	77	dc	23	f1	73
1462795691480835	8904	3c	38	fc	65	94	01
1462795691480894	8905	fa	78	06	21	5c	e7
1462795691481413	8907	f0	b7	0a	8e	35	1a
1462795691481503	8908	ce	25	26	47	d5	3d
1462795691481535	8910	04	9d	52	70	ea	66
1462795691527529	8912	9d	01	2a	00	02	00
1462795691528434	8913	36	5e	39	9a	1d	71
1462795691529431	8915	a1	b2	65	ca	01	0d
1462795691529566	8916	28	04	f0	88	e0	9d
1462795691529671	8918	ae	f0	52	6f	53	c8
1462795691529782	8919	a2	38	0d	59	1c	3f
1462795691529912	8921	b7	c0	4f	dd	a0	24
1462795691530033	8922	aa	dd	71	4f	1a	f3
1462795691530159	8924	db	25	e9	df	1a	29
1462795691530282	8925	56	f8	55	dd	0a	4f
1462795691530353	8926	b9	02	36	c6	6b	d3
1462795691581572	8928	9d	01	2a	00	02	00
1462795691582476	8929	18	32	aa	63	c0	ab
1462795691582543	8930	d9	1c	8c	c3	d3	b8
1462795691583480	8932	c5	6b	f3	7f	55	bd
1462795691583542	8934	55	cc	01	54	fb	bf
1462795691583679	8935	48	89	49	42	8f	6c
1462795691583792	8936	df	54	d7	2a	3a	0f
1462795691583916	8938	cc	eb	fe	35	0b	8c
1462795691584039	8939	1c	15	46	39	96	fa
1462795691584161	8941	93	18	98	5a	bd	c1
1462795691584183	8942	e0	ef	cf	f4	9b	34
1462795691633589	8944	9d	01	2a	00	02	00
1462795691634485	8945	2f	b7	70	b5	7c	94
1462795691634601	8946	93	0e	4b	2f	a2	00
1462795691634729	8948	c3	7d	5f	51	c7	28
1462795691635484	8949	fb	13	f5	9c	e6	2e
1462795691635607	8950	83	ec	82	11	12	e1
1462795691635678	8952	49	91	c0	23	7d	b1
1462795691635871	8953	a9	4e	9e	64	0d	13
1462795691635958	8954	f4	11	9a	41	11	8d
1462795691636015	8956	88	86	80	af	5f	23
1462795691683559	8958	9d	01	2a	00	02	00
1462795691684483	8959	35	12	c6	05	09	24
1462795691685482	8961	4f	03	de	36	87	9b
1462795691685555	8962	2d	e3	32	20	bc	76
1462795691685771	8964	3e	5a	88	89	35	df
1462795691685809	8965	0c	cf	c3	45	46	d2
1462795691685937	8967	a3	c0	04	71	49	96
1462795691686057	8968	26	ca	d8	92	db	83
1462795691686411	8970	24	fb	37	e0	a5	af
1462795691686514	8971	2f	87	18	71	b0	f8
1462795691732564	8973	9d	01	2a	00	02	00
1462795691733485	8974	9c	82	9a	e8	c4	33
1462795691733563	8975	f9	35	a3	f6	ba	f3
1462795691733764	8977	53	2f	d1	69	4b	f3
1462795691734447	8979	36	14	99	e9	88	48
1462795691734563	8980	86	b7	55	b5	df	c2
1462795691734772	8981	cf	0d	77	92	18	5c
1462795691734809	8983	58	94	a8	1a	a4	7a
1462795691734933	8985	05	a2	36	43	9b	86
1462795691734960	8986	d2	cd	27	43	21	6c
1462795691779569	8988	9d	01	2a	00	02	00
1462795691780493	8989	1a	76	0a	67	97	7a
1462795691780651	8991	44	11	6e	b3	16	3c
1462795691781507	8992	67	58	2e	d4	5e	bc
1462795691781611	8994	76	f3	3f	01	b5	d1
1462795691781716	8995	f3	9c	5a	6d	52	32
1462795691781834	8997	78	3c	f0	0e	30	b5
1462795691781944	8998	1a	9f	e7	02	81	c2
1462795691782068	9000	40	5f	55	b2	6b	9e
1462795691782077	9001	90	d3	74	67	bc	af
1462795691829569	9003	9d	01	2a	00	02	00
1462795691830507	9004	4c	d2	82	9e	7a	7e
1462795691830605	9005	5e	17	fc	df	62	d1
1462795691830750	9007	50	49	61	e9	01	ca
1462795691830835	9008	28	d1	2e	c6	a5	ad
1462795691830956	9010	e7	c3	53	50	be	f4
1462795691831155	9011	f1	c7	3d	b1	24	a7
1462795691831513	9013	13	10	4c	f1	eb	96
1462795691831557	9014	c2	41	f2	87	7a	4e
1462795691876579	9017	9d	01	2a	00	02	00
1462795691877511	9018	64	a8	de	ce	59	48
1462795691878510	9020	89	a5	bc	c1	93	f1
1462795691878672	9021	25	0e	5a	b5	bc	c1
1462795691878712	9022	fc	93	79	a7	e5	f8
1462795691878853	9024	ab	99	59	6d	8f	74
1462795691878962	9025	b8	89	b1	bb	e1	c2
1462795691879115	9027	0a	21	18	a0	b0	0f
1462795691879208	9028	e5	4b	04	88	8a	2a
1462795691927634	9031	9d	01	2a	00	02	00
1462795691928506	9032	3d	ce	38	8e	67	b2
1462795691928622	9033	02	7c	72	c1	66	62
1462795691929506	9035	14	67	5f	71	90	50
1462795691929622	9036	ea	3c	f8	5e	21	27
1462795691929782	9038	7e	08	f6	ed	d8	b2
1462795691929901	9039	a0	8e	f4	80	5f	3d
1462795691929994	9040	d5	a4	26	b4	00	7b
1462795691930090	9041	90	e6	a5	d6	a5	d0
1462795691983639	9045	9d	01	2a	00	02	00
1462795691984489	9046	3d	ce	38	8e	67	b2
1462795691984693	9048	02	7c	72	c1	66	62
1462795691984728	9049	14	67	5f	71	90	50
1462795691984911	9051	ea	3c	f8	5e	21	27
1462795691985458	9052	7e	08	f6	ed	d8	b2
1462795691985618	9054	a0	8e	f4	80	5f	3d
1462795691985700	9055	d5	a4	26	b4	00	7b
1462795691985817	9057	90	e6	a5	d6	a5	d0
1462795692034638	9059	9d	01	2a	00	02	00
1462795692035533	9060	d1	d3	47	7c	ba	1d
1462795692035698	9062	e1	eb	15	e7	50	50
1462795692035744	9063	93	1a	5f	29	37	de
1462795692035861	9065	05	d4	b7	71	19	2e
1462795692036461	9066	5d	08	ed	32	8f	59
1462795692036581	9068	3b	2c	cc	18	8e	ed
1462795692036750	9069	0d	e1	1c	8b	0c	c0
1462795692036832	9070	ec	7f	61	2f	dd	2d
1462795692036953	9072	26	19	73	12	5c	4a
1462795692037055	9073	67	a5	6d	e0	f3	81
1462795692083644	9075	9d	01	2a	00	02	00
1462795692084545	9076	8f	b4	11	b3	46	ce
1462795692085540	9078	33	12	70	88	3d	43
1462795692085616	9079	2b	62	0e	10	58	60
1462795692085817	9081	c9	de	51	bf	7d	2b
1462795692085877	9082	85	3f	f7	9f	1e	7d
1462795692086009	9084	7b	f4	7d	b5	c4	c8
1462795692086179	9085	46	c8	99	f4	6b	68
1462795692086609	9087	6c	79	8f	b1	45	4f
1462795692086690	9088	ee	d2	b7	5f	33	ba
1462795692086694	9089	79	45	61	e8	d7	50
1462795692135650	9091	9d	01	2a	00	02	00
1462795692136551	9092	0a	4c	e8	bf	43	a6
1462795692137553	9094	ac	f0	8d	e1	55	65
1462795692137735	9095	89	1a	91	b3	83	00
1462795692137750	9096	64	e0	b3	32	c7	17
1462795692137956	9098	c5	59	ab	5a	ee	e4
1462795692137997	9099	5f	b7	13	00	f4	11
1462795692138130	9101	35	dd	98	1a	38	29
1462795692138255	9102	da	f4	bc	3e	93	b0
1462795692138376	9104	9d	1a	e1	cb	d0	3c
1462795692138402	9105	8a	30	f7	cd	11	21
1462795692186658	9107	9d	01	2a	00	02	00
1462795692187556	9108	bf	7c	ec	7e	f9	d8
1462795692187635	9109	48	28	f2	3c	aa	51
1462795692187835	9111	f9	c8	a3	9f	e9	e8
1462795692188589	9113	8e	03	25	db	42	12
1462795692188653	9114	b1	08	7c	2c	14	6b
1462795692188758	9116	8a	ce	80	32	88	f0
1462795692188972	9117	de	e3	bb	b8	3e	22
1462795692189020	9118	c1	3f	e4	7f	ff	30
1462795692189137	9119	fd	1d	88	c6	f9	0e
1462795692236641	9121	9d	01	2a	00	02	00
1462795692237659	9122	70	db	89	0c	e5	ee
1462795692238537	9124	a7	00	47	7e	e5	65
1462795692238720	9125	5b	33	19	69	6c	4e
1462795692238770	9126	3e	f5	36	81	b7	98
1462795692238946	9128	18	ff	15	61	ec	dc
1462795692239024	9129	d7	4a	df	28	95	ef
1462795692239240	9131	76	8a	13	07	a9	55
1462795692239257	9133	bc	ed	14	c6	11	78
1462795692267674	9135	b9	e4	da	3d	ae	d5
1462795692291678	9137	9d	01	2a	00	02	00
1462795692295685	9139	ef	6d	b2	46	d0	df
1462795692296593	9141	e4	77	ed	f1	3f	22
1462795692319707	9145	8b	11	f0	6f	48	1b
1462795692320586	9147	5a	c1	eb	d8	cc	23
1462795692323715	9149	b8	76	fb	04	3f	da
1462795692324680	9151	69	8b	5a	b8	c6	84
1462795692325587	9153	91	8d	80	ee	b7	23
1462795692347715	9155	5b	e9	e2	f2	30	b5
1462795692348699	9157	2e	9d	ec	91	35	59
1462795692351704	9159	5f	2f	df	3b	1e	90
1462795692352676	9161	69	23	c7	ce	ee	e8
1462795692353667	9163	08	75	08	1d	32	61
1462795692375719	9165	b1	13	c1	f5	f1	cf
1462795692376697	9167	55	e1	b5	6c	04	36
1462795692379728	9168	cc	d5	79	f9	d1	57
1462795692380706	9170	21	a1	96	c3	5d	5b
1462795692381674	9171	a6	e9	b4	95	cf	b7
1462795692403645	9174	3d	ee	1e	63	47	09
1462795692407651	9175	e9	fc	a3	27	20	e7
1462795692408545	9177	30	dd	8b	ab	0a	8e
1462795692409616	9178	5b	d2	21	04	94	36
1462795692410521	9180	4d	7c	05	0d	42	a2
1462795692435718	9182	09	6a	b3	7b	db	75
1462795692436624	9184	ef	9d	dd	68	9c	8a
1462795692437698	9185	96	7d	30	0c	47	8d
1462795692438574	9187	db	af	ea	94	a0	d8
1462795692463706	9188	c8	2f	fb	92	ee	10
1462795692464605	9190	7f	8c	3b	b1	b9	db
1462795692465708	9191	fa	37	a8	82	48	70
1462795692466581	9193	54	73	11	cc	3d	a7
1462795692491705	9194	f3	ae	74	5d	ed	f6
1462795692492608	9196	46	8f	94	40	39	e8
1462795692492683	9197	70	db	90	c8	1a	9c
1462795692493672	9199	37	a8	f2	90	91	11
1462795692494581	9200	ba	99	e8	94	de	43
1462795692520708	9202	6e	6c	38	d9	51	44
1462795692521578	9203	ab	6d	c1	df	de	c1
1462795692521718	9205	5f	2a	7e	90	b5	7b
1462795692521833	9206	66	c8	55	e7	30	51
1462795692522683	9208	5c	cc	2a	02	5f	ce
1462795692523577	9209	44	ec	72	ad	82	03
1462795692549713	9211	34	e2	dc	8f	4c	ad
1462795692550603	9212	1e	5c	7c	fe	fa	73
1462795692551572	9214	e7	5f	14	ee	75	94
1462795692551696	9215	53	a3	e2	c5	18	9d
1462795692552570	9217	56	31	61	20	6e	c6
1462795692552692	9218	b4	73	c8	c4	4c	19
1462795692578720	9220	c1	f4	3d	0a	20	43
1462795692579641	9221	bc	41	a6	c1	53	e3
1462795692580617	9223	ea	cd	e1	f9	bb	bc
1462795692580773	9224	28	70	89	00	04	93
1462795692581589	9226	53	37	c7	09	75	f7
1462795692581629	9227	47	8c	5a	02	4d	13
1462795692607722	9229	9d	01	2a	00	02	00
1462795692608596	9230	e9	8b	cb	28	7f	42
1462795692609594	9232	91	b1	9b	7d	26	a9
1462795692609732	9233	e2	a5	55	fa	04	21
1462795692610623	9235	f7	83	20	24	c0	8a
1462795692610755	9236	d9	bc	a2	d4	bf	61
1462795692636726	9238	20	b3	b4	c6	fc	85
1462795692637627	9239	9d	c2	2c	46	29	a7
1462795692637640	9240	d3	8a	b6	fc	1c	07
1462795692652729	9242	9d	01	2a	00	02	00
1462795692653631	9243	6a	74	ff	bd	72	ec
1462795692653706	9244	e5	64	0f	14	59	e1
1462795692665729	9246	cf	db	ac	a5	84	a7
1462795692666630	9248	95	7d	74	60	6f	8f
1462795692666714	9250	c4	56	09	a8	4a	49
1462795692681734	9252	9a	8d	95	3e	a5	6c
1462795692682347	9254	a0	2b	67	28	b2	a3
1462795692694738	9256	e2	44	45	02	fa	6c
1462795692702735	9258	9d	01	2a	00	02	00
1462795692709735	9260	6a	74	ff	bd	72	ec
1462795692710740	9262	e2	44	45	02	fa	6c
1462795692722750	9264	e5	64	0f	14	59	e1
1462795692730770	9266	cf	db	ac	a5	84	a7
1462795692731594	9268	95	7d	74	60	6f	8f
1462795692737762	9270	c4	56	09	a8	4a	49
1462795692738762	9272	9a	8d	95	3e	a5	6c
1462795692750476	9274	a0	2b	67	28	b2	a3
1462795692751666	9276	9d	01	2a	00	02	00
1462795692758738	9278	26	59	fb	d3	c9	69
1462795692765698	9280	e1	60	c0	67	79	2d
1462795692766758	9282	18	8a	e6	a4	f9	02
1462795692779771	9284	b0	ea	c4	fa	eb	fb
1462795692780678	9286	49	22	1a	a9	6c	cb
1462795692786760	9288	54	ec	82	39	1c	6c
1462795692793496	9290	a4	63	2f	ff	69	4e
1462795692799765	9292	9d	01	2a	00	02	00
1462795692807766	9294	d5	7e	7d	93	0e	66
1462795692814766	9296	7c	94	38	36	ef	06
1462795692821752	9298	0e	a8	b3	64	8a	d9
1462795692827757	9300	e9	07	b2	30	c4	f8
1462795692835763	9302	a9	c0	6c	c5	6b	d5
1462795692842760	9304	aa	6e	b0	af	fe	0d
1462795692843655	9306	e1	fe	36	94	27	43
1462795692849761	9308	2f	f3	9b	61	d5	2c
1462795692855551	9310	53	94	b2	4b	95	55
1462795692863775	9312	9d	01	2a	00	02	00
1462795692870780	9314	7c	94	38	36	ef	06
1462795692871756	9316	0e	a8	b3	64	8a	d9
1462795692877776	9318	e9	07	b2	30	c4	f8
1462795692883781	9320	a9	c0	6c	c5	6b	d5
1462795692891781	9322	aa	6e	b0	af	fe	0d
1462795692898667	9324	e1	fe	36	94	27	43
1462795692899664	9325	2f	f3	9b	61	d5	2c
1462795692905417	9328	53	94	b2	4b	95	55
1462795692911680	9330	9d	01	2a	00	02	00
1462795692919764	9331	f4	61	78	e0	2e	fc
1462795692920656	9333	d9	f7	89	51	1e	7c
1462795692927787	9334	48	91	0e	e5	b2	58
1462795692928683	9336	ec	e4	38	db	5f	83
1462795692933773	9338	89	99	9f	12	86	90
1462795692947774	9340	79	8c	69	b9	61	f3
1462795692948626	9341	94	8a	77	56	8f	12
1462795692955602	9343	46	86	53	42	4c	72
1462795692966753	9345	9d	01	2a	00	02	00
1462795692967657	9346	f4	61	78	e0	2e	fc
1462795692967766	9348	d9	f7	89	51	1e	7c
1462795692976748	9349	48	91	0e	e5	b2	58
1462795692977651	9351	ec	e4	38	db	5f	83
1462795692983756	9352	89	99	9f	12	86	90
1462795692995755	9354	79	8c	69	b9	61	f3
1462795692996649	9355	94	8a	77	56	8f	12
1462795692996715	9356	46	86	53	42	4c	72
1462795693012755	9358	9d	01	2a	00	02	00
1462795693013659	9359	f4	61	78	e0	2e	fc
1462795693014661	9361	d9	f7	89	51	1e	7c
1462795693014764	9362	48	91	0e	e5	b2	58
1462795693024761	9364	ec	e4	38	db	5f	83
1462795693025660	9365	89	99	9f	12	86	90
1462795693025865	9367	79	8c	69	b9	61	f3
1462795693041766	9368	94	8a	77	56	8f	12
1462795693042481	9370	46	86	53	42	4c	72
1462795693068766	9372	9d	01	2a	00	02	00
1462795693069670	9373	80	9d	90	13	b1	2f
1462795693069776	9375	41	ca	16	d3	fe	c8
1462795693069893	9376	99	58	e9	e0	04	78
1462795693070685	9378	1c	c6	18	0c	49	5c
1462795693070769	9379	33	6e	f8	5d	a7	b0
1462795693071622	9381	c9	22	b5	60	3f	1f
1462795693097819	9382	0d	63	82	10	13	03
1462795693098310	9384	45	c1	e5	e2	0e	29
1462795693120824	9386	9d	01	2a	00	02	00
1462795693121717	9387	3e	75	17	e2	c5	d1
1462795693122713	9389	04	39	6e	86	28	83
1462795693122862	9390	06	2a	c4	f9	43	62
1462795693125818	9392	49	3d	7a	4e	a5	95
1462795693126691	9393	c5	a9	ee	f1	90	3a
1462795693127690	9395	73	1f	4d	b1	a0	9d
1462795693149843	9396	a0	d2	39	3a	13	d7
1462795693150331	9398	d0	1f	aa	ad	5d	56
1462795693170824	9400	9d	01	2a	00	02	00
1462795693171726	9401	56	ac	1a	27	d9	4d
1462795693171852	9403	19	ac	94	c3	da	10
